1_INV_1_AMBIENTTEMP;33;1510214104000
1_INV_1_AMBIENTTEMP;32;1510214053000
1_INV_1_SOLARPOTENTIAL;567;1510214053000
1_INV_1_WIND;0;1510214063000
1_INV_1_WIND;0;1510214053000
1_INV_1_SOLARPOTENTIAL;567;1510214104000
1_INV_1_WIND;0;1510214104000
1_INV_1_WIND;0;1510214043000
1_INV_2_INTERNALTEMP;53;1510214104000
1_INV_2_INTERNALTEMP;53;1510214053000
1_INV_2_INTERNALTEMP;53;1510214043000
1_INV_2_INTERNALTEMP;53;1510214063000
1_INV_2_AMBIENTTEMP;32;1510214043000
1_INV_2_SOLARPOTENTIAL;567;1510214043000
1_INV_2_WIND;0;1510214043000
1_INV_1_INTERNALTEMP;45;1510214024000
1_INV_1_INTERNALTEMP;46;1510214083000
1_INV_2_AMBIENTTEMP;32;1510214053000
1_INV_2_SOLARPOTENTIAL;567;1510214053000
1_INV_2_WIND;0;1510214053000
1_INV_2_AMBIENTTEMP;33;1510214104000
1_INV_1_AMBIENTTEMP;33;1510214083000
1_INV_1_INTERNALTEMP;45;1510214033000
1_INV_3_INTERNALTEMP;52;1510214053000
1_INV_3_INTERNALTEMP;52;1510214043000
1_INV_3_AMBIENTTEMP;32;1510214043000
1_INV_2_AMBIENTTEMP;33;1510214063000
1_INV_1_AMBIENTTEMP;32;1510214024000
1_INV_1_SOLARPOTENTIAL;567;1510214024000
1_INV_2_SOLARPOTENTIAL;567;1510214104000
1_INV_1_AMBIENTTEMP;32;1510214033000
1_INV_1_SOLARPOTENTIAL;567;1510214033000
1_INV_1_WIND;0;1510214033000
1_INV_3_AMBIENTTEMP;32;1510214053000
1_INV_3_SOLARPOTENTIAL;567;1510214053000
1_INV_3_WIND;0;1510214053000
1_INV_1_INTERNALTEMP;45;1510214014000
1_INV_1_AMBIENTTEMP;32;1510214014000
1_INV_1_SOLARPOTENTIAL;567;1510214014000
1_INV_1_WIND;0;1510214014000
1_INV_2_INTERNALTEMP;53;1510214033000
1_INV_2_AMBIENTTEMP;32;1510214033000
1_INV_2_SOLARPOTENTIAL;567;1510214033000
1_INV_2_WIND;0;1510214033000
1_INV_3_SOLARPOTENTIAL;567;1510214043000
1_INV_3_WIND;0;1510214043000
1_INV_2_SOLARPOTENTIAL;567;1510214063000
1_INV_2_WIND;0;1510214063000
1_INV_3_INTERNALTEMP;53;1510214063000
1_INV_3_AMBIENTTEMP;33;1510214063000
1_INV_3_SOLARPOTENTIAL;567;1510214063000
1_INV_1_SOLARPOTENTIAL;567;1510214083000
1_INV_1_WIND;0;1510214083000
1_INV_2_INTERNALTEMP;53;1510214083000
1_INV_2_AMBIENTTEMP;33;1510214083000
1_INV_2_SOLARPOTENTIAL;567;1510214083000
1_INV_2_WIND;0;1510214083000
1_INV_3_INTERNALTEMP;53;1510214083000
1_INV_3_AMBIENTTEMP;33;1510214083000
1_INV_1_WIND;0;1510214024000
1_INV_2_INTERNALTEMP;53;1510214024000
1_INV_2_AMBIENTTEMP;32;1510214024000
1_INV_2_SOLARPOTENTIAL;567;1510214024000
1_INV_2_WIND;0;1510214024000
1_INV_3_INTERNALTEMP;52;1510214024000
1_INV_3_AMBIENTTEMP;32;1510214024000
1_INV_3_SOLARPOTENTIAL;567;1510214024000
1_INV_2_WIND;0;1510214104000
1_INV_3_INTERNALTEMP;53;1510214104000
1_INV_3_AMBIENTTEMP;33;1510214104000
1_INV_3_SOLARPOTENTIAL;567;1510214104000
1_INV_3_WIND;0;1510214104000
1_INV_1_INTERNALTEMP;46;1510214073000
1_INV_3_WIND;0;1510214063000
1_INV_1_AMBIENTTEMP;33;1510214073000
1_INV_1_SOLARPOTENTIAL;567;1510214073000
1_INV_1_WIND;0;1510214073000
1_INV_2_INTERNALTEMP;53;1510214073000
1_INV_1_INTERNALTEMP;46;1510214093000
1_INV_2_INTERNALTEMP;53;1510214014000
1_INV_3_INTERNALTEMP;52;1510214033000
1_INV_3_AMBIENTTEMP;32;1510214033000
1_INV_3_SOLARPOTENTIAL;567;1510214083000
1_INV_3_WIND;0;1510214024000
1_INV_1_AMBIENTTEMP;33;1510214093000
1_INV_3_SOLARPOTENTIAL;567;1510214033000
1_INV_1_SOLARPOTENTIAL;567;1510214093000
1_INV_3_WIND;0;1510214083000
1_INV_2_AMBIENTTEMP;32;1510214014000
1_INV_3_WIND;0;1510214033000
1_INV_2_AMBIENTTEMP;33;1510214073000
1_INV_1_WIND;0;1510214093000
1_INV_2_INTERNALTEMP;53;1510214093000
1_INV_2_SOLARPOTENTIAL;567;1510214014000
1_INV_2_SOLARPOTENTIAL;567;1510214073000
1_INV_2_WIND;0;1510214073000
1_INV_3_INTERNALTEMP;53;1510214073000
1_INV_2_WIND;0;1510214014000
1_INV_3_INTERNALTEMP;52;1510214014000
1_INV_3_AMBIENTTEMP;32;1510214014000
1_INV_2_AMBIENTTEMP;33;1510214093000
1_INV_2_SOLARPOTENTIAL;567;1510214093000
1_INV_2_WIND;0;1510214093000
1_INV_3_SOLARPOTENTIAL;567;1510214014000
1_INV_3_AMBIENTTEMP;33;1510214073000
1_INV_3_WIND;0;1510214014000
1_INV_3_SOLARPOTENTIAL;567;1510214073000
1_INV_3_WIND;0;1510214073000
1_INV_3_INTERNALTEMP;53;1510214093000
1_INV_3_AMBIENTTEMP;33;1510214093000
1_INV_3_SOLARPOTENTIAL;567;1510214093000
1_INV_3_WIND;0;1510214093000
1_INV_1_INTERNALTEMP;45;1510214189000
1_INV_1_AMBIENTTEMP;32;1510214189000
1_INV_1_SOLARPOTENTIAL;552;1510214189000
1_INV_1_WIND;0;1510214189000
1_INV_2_INTERNALTEMP;53;1510214189000
1_INV_2_AMBIENTTEMP;32;1510214189000
1_INV_2_SOLARPOTENTIAL;552;1510214189000
1_INV_2_WIND;0;1510214189000
1_INV_3_INTERNALTEMP;52;1510214189000
1_INV_3_AMBIENTTEMP;32;1510214189000
1_INV_3_SOLARPOTENTIAL;552;1510214189000
1_INV_3_WIND;0;1510214189000
1_INV_1_INTERNALTEMP;45;1510214283000
1_INV_1_AMBIENTTEMP;32;1510214283000
1_INV_1_SOLARPOTENTIAL;567;1510214283000
1_INV_1_WIND;0;1510214283000
1_INV_2_INTERNALTEMP;53;1510214283000
1_INV_2_AMBIENTTEMP;32;1510214283000
1_INV_2_SOLARPOTENTIAL;567;1510214283000
1_INV_2_WIND;0;1510214283000
1_INV_1_INTERNALTEMP;45;1510214203000
1_INV_3_INTERNALTEMP;52;1510214283000
1_INV_1_AMBIENTTEMP;31;1510214203000
1_INV_1_SOLARPOTENTIAL;567;1510214203000
1_INV_1_WIND;0;1510214203000
1_INV_3_AMBIENTTEMP;32;1510214283000
1_INV_3_SOLARPOTENTIAL;567;1510214283000
1_INV_3_WIND;0;1510214283000
1_INV_2_INTERNALTEMP;53;1510214203000
1_INV_2_AMBIENTTEMP;31;1510214203000
1_INV_1_INTERNALTEMP;45;1510214293000
1_INV_1_INTERNALTEMP;45;1510214213000
1_INV_1_INTERNALTEMP;45;1510214223000
1_INV_1_AMBIENTTEMP;32;1510214293000
1_INV_2_SOLARPOTENTIAL;567;1510214203000
1_INV_1_AMBIENTTEMP;31;1510214213000
1_INV_1_SOLARPOTENTIAL;567;1510214293000
1_INV_1_WIND;0;1510214293000
1_INV_1_AMBIENTTEMP;32;1510214223000
1_INV_2_INTERNALTEMP;53;1510214293000
1_INV_2_AMBIENTTEMP;32;1510214293000
1_INV_2_WIND;0;1510214203000
1_INV_1_SOLARPOTENTIAL;567;1510214213000
1_INV_1_SOLARPOTENTIAL;567;1510214223000
1_INV_1_WIND;0;1510214223000
1_INV_1_WIND;0;1510214213000
1_INV_3_INTERNALTEMP;52;1510214203000
1_INV_2_INTERNALTEMP;52;1510214223000
1_INV_3_AMBIENTTEMP;31;1510214203000
1_INV_2_AMBIENTTEMP;32;1510214223000
1_INV_2_SOLARPOTENTIAL;567;1510214293000
1_INV_1_INTERNALTEMP;45;1510214253000
1_INV_1_INTERNALTEMP;45;1510214273000
1_INV_2_SOLARPOTENTIAL;567;1510214223000
1_INV_2_INTERNALTEMP;52;1510214213000
1_INV_3_SOLARPOTENTIAL;567;1510214203000
1_INV_3_WIND;0;1510214203000
1_INV_2_AMBIENTTEMP;31;1510214213000
1_INV_2_SOLARPOTENTIAL;567;1510214213000
1_INV_1_AMBIENTTEMP;32;1510214253000
1_INV_2_WIND;0;1510214213000
1_INV_1_SOLARPOTENTIAL;567;1510214253000
1_INV_1_WIND;0;1510214253000
1_INV_3_INTERNALTEMP;52;1510214213000
1_INV_1_AMBIENTTEMP;32;1510214273000
1_INV_2_WIND;0;1510214223000
1_INV_1_SOLARPOTENTIAL;567;1510214273000
1_INV_1_WIND;0;1510214273000
1_INV_2_INTERNALTEMP;53;1510214273000
1_INV_2_AMBIENTTEMP;32;1510214273000
1_INV_2_SOLARPOTENTIAL;567;1510214273000
1_INV_2_INTERNALTEMP;53;1510214253000
1_INV_3_AMBIENTTEMP;31;1510214213000
1_INV_2_WIND;0;1510214293000
1_INV_3_INTERNALTEMP;52;1510214223000
1_INV_3_SOLARPOTENTIAL;567;1510214213000
1_INV_3_AMBIENTTEMP;32;1510214223000
1_INV_3_SOLARPOTENTIAL;567;1510214223000
1_INV_3_WIND;0;1510214223000
1_INV_3_WIND;0;1510214213000
1_INV_2_WIND;0;1510214273000
1_INV_2_AMBIENTTEMP;32;1510214253000
1_INV_3_INTERNALTEMP;52;1510214273000
1_INV_3_AMBIENTTEMP;32;1510214273000
1_INV_3_INTERNALTEMP;52;1510214293000
1_INV_3_SOLARPOTENTIAL;567;1510214273000
1_INV_2_SOLARPOTENTIAL;567;1510214253000
1_INV_3_WIND;0;1510214273000
1_INV_3_AMBIENTTEMP;32;1510214293000
1_INV_2_WIND;0;1510214253000
1_INV_3_SOLARPOTENTIAL;567;1510214293000
1_INV_3_INTERNALTEMP;52;1510214253000
1_INV_3_WIND;0;1510214293000
1_INV_3_AMBIENTTEMP;32;1510214253000
1_INV_3_SOLARPOTENTIAL;567;1510214253000
1_INV_3_WIND;0;1510214253000
1_INV_1_INTERNALTEMP;44;1510214343000
1_INV_1_AMBIENTTEMP;31;1510214343000
1_INV_1_SOLARPOTENTIAL;567;1510214343000
1_INV_1_INTERNALTEMP;45;1510214263000
1_INV_1_WIND;0;1510214343000
1_INV_1_AMBIENTTEMP;32;1510214263000
1_INV_2_INTERNALTEMP;52;1510214343000
1_INV_2_AMBIENTTEMP;31;1510214343000
1_INV_1_SOLARPOTENTIAL;567;1510214263000
1_INV_1_WIND;0;1510214263000
1_INV_1_INTERNALTEMP;44;1510214313000
1_INV_1_AMBIENTTEMP;31;1510214313000
1_INV_2_INTERNALTEMP;53;1510214263000
1_INV_1_SOLARPOTENTIAL;567;1510214313000
1_INV_1_WIND;0;1510214313000
1_INV_2_AMBIENTTEMP;32;1510214263000
1_INV_1_INTERNALTEMP;45;1510214243000
1_INV_1_AMBIENTTEMP;32;1510214243000
1_INV_2_SOLARPOTENTIAL;567;1510214263000
1_INV_1_SOLARPOTENTIAL;567;1510214243000
1_INV_2_WIND;0;1510214263000
1_INV_1_WIND;0;1510214243000
1_INV_2_INTERNALTEMP;52;1510214243000
1_INV_3_INTERNALTEMP;52;1510214263000
1_INV_2_INTERNALTEMP;53;1510214313000
1_INV_3_AMBIENTTEMP;32;1510214263000
1_INV_2_AMBIENTTEMP;31;1510214313000
1_INV_3_SOLARPOTENTIAL;567;1510214263000
1_INV_2_SOLARPOTENTIAL;567;1510214313000
1_INV_3_WIND;0;1510214263000
1_INV_2_WIND;0;1510214313000
1_INV_2_SOLARPOTENTIAL;567;1510214343000
1_INV_3_INTERNALTEMP;52;1510214313000
1_INV_3_AMBIENTTEMP;31;1510214313000
1_INV_2_WIND;0;1510214343000
1_INV_1_INTERNALTEMP;45;1510214193000
1_INV_3_SOLARPOTENTIAL;567;1510214313000
1_INV_3_INTERNALTEMP;52;1510214343000
1_INV_1_AMBIENTTEMP;32;1510214193000
1_INV_2_AMBIENTTEMP;32;1510214243000
1_INV_3_WIND;0;1510214313000
1_INV_1_SOLARPOTENTIAL;567;1510214193000
1_INV_2_SOLARPOTENTIAL;567;1510214243000
1_INV_3_AMBIENTTEMP;31;1510214343000
1_INV_1_WIND;0;1510214193000
1_INV_3_SOLARPOTENTIAL;567;1510214343000
1_INV_2_INTERNALTEMP;53;1510214193000
1_INV_2_AMBIENTTEMP;32;1510214193000
1_INV_3_WIND;0;1510214343000
1_INV_2_SOLARPOTENTIAL;567;1510214193000
1_INV_2_WIND;0;1510214243000
1_INV_2_WIND;0;1510214193000
1_INV_3_INTERNALTEMP;52;1510214243000
1_INV_3_AMBIENTTEMP;32;1510214243000
1_INV_3_INTERNALTEMP;52;1510214193000
1_INV_3_AMBIENTTEMP;32;1510214193000
1_INV_3_SOLARPOTENTIAL;567;1510214193000
1_INV_3_WIND;0;1510214193000
1_INV_1_INTERNALTEMP;45;1510214233000
1_INV_1_AMBIENTTEMP;31;1510214233000
1_INV_1_SOLARPOTENTIAL;567;1510214233000
1_INV_1_WIND;0;1510214233000
1_INV_2_INTERNALTEMP;52;1510214233000
1_INV_1_INTERNALTEMP;44;1510214323000
1_INV_1_AMBIENTTEMP;31;1510214323000
1_INV_1_SOLARPOTENTIAL;567;1510214323000
1_INV_1_WIND;0;1510214323000
1_INV_2_INTERNALTEMP;52;1510214323000
1_INV_2_AMBIENTTEMP;31;1510214323000
1_INV_2_SOLARPOTENTIAL;567;1510214323000
1_INV_1_INTERNALTEMP;44;1510214303000
1_INV_2_WIND;0;1510214323000
1_INV_1_AMBIENTTEMP;32;1510214303000
1_INV_3_INTERNALTEMP;52;1510214323000
1_INV_1_SOLARPOTENTIAL;567;1510214303000
1_INV_3_SOLARPOTENTIAL;567;1510214243000
1_INV_2_AMBIENTTEMP;31;1510214233000
1_INV_1_WIND;0;1510214303000
1_INV_2_SOLARPOTENTIAL;567;1510214233000
1_INV_3_WIND;0;1510214243000
1_INV_2_INTERNALTEMP;52;1510214303000
1_INV_2_WIND;0;1510214233000
1_INV_2_AMBIENTTEMP;32;1510214303000
1_INV_3_INTERNALTEMP;52;1510214233000
1_INV_2_SOLARPOTENTIAL;567;1510214303000
1_INV_3_AMBIENTTEMP;31;1510214233000
1_INV_2_WIND;0;1510214303000
1_INV_3_SOLARPOTENTIAL;567;1510214233000
1_INV_3_INTERNALTEMP;52;1510214303000
1_INV_3_WIND;0;1510214233000
1_INV_3_AMBIENTTEMP;32;1510214303000
1_INV_3_SOLARPOTENTIAL;567;1510214303000
1_INV_3_WIND;0;1510214303000
1_INV_3_AMBIENTTEMP;31;1510214323000
1_INV_3_SOLARPOTENTIAL;567;1510214323000
1_INV_3_WIND;0;1510214323000
1_INV_1_INTERNALTEMP;44;1510214333000
1_INV_1_AMBIENTTEMP;31;1510214333000
1_INV_1_SOLARPOTENTIAL;567;1510214333000
1_INV_1_WIND;0;1510214333000
1_INV_2_INTERNALTEMP;52;1510214333000
1_INV_2_AMBIENTTEMP;31;1510214333000
1_INV_2_SOLARPOTENTIAL;567;1510214333000
1_INV_2_WIND;0;1510214333000
1_INV_3_INTERNALTEMP;52;1510214333000
1_INV_3_AMBIENTTEMP;31;1510214333000
1_INV_3_SOLARPOTENTIAL;567;1510214333000
1_INV_3_WIND;0;1510214333000
1_INV_1_INTERNALTEMP;44;1510214353000
1_INV_1_AMBIENTTEMP;31;1510214353000
1_INV_1_SOLARPOTENTIAL;567;1510214353000
1_INV_1_WIND;0;1510214353000
1_INV_2_INTERNALTEMP;52;1510214353000
1_INV_2_AMBIENTTEMP;31;1510214353000
1_INV_2_SOLARPOTENTIAL;567;1510214353000
1_INV_2_WIND;0;1510214353000
1_INV_3_INTERNALTEMP;52;1510214353000
1_INV_3_AMBIENTTEMP;31;1510214353000
1_INV_3_SOLARPOTENTIAL;567;1510214353000
1_INV_3_WIND;0;1510214353000
